time_s,speed_kmh,throttle_pct,brake,gap_s,active_aero,sector,lap,tyre_life
7305.986,298.7687500000038,99.0,0.0,1.4996265182127757,0.0,1,21,18.0
7306.986,287.68333333333675,84.18750000003837,0.0,1.1443272833346558,0.0,1,21,18.0
7307.986,209.7,2.6,1.0,0.8264001606497746,0.0,2,21,18.0
7308.986,167.0,24.5,0.0,0.8684702599616426,0.0,2,21,18.0
7309.986,190.0,89.0,0.0,0.976153417286434,0.0,2,21,18.0
7310.986,208.5,88.0,0.0,1.0840409289464323,0.0,2,21,18.0
7311.986,234.6,98.0,0.0,1.2069465166951696,0.0,2,21,18.0
7312.986,250.3799999999959,99.0,0.0,1.3313913938308077,0.0,2,21,18.0
7313.986,265.4401114206119,99.0,0.0,1.4488725604520163,0.0,2,21,18.0
7314.986,278.75,99.0,0.0,1.497373863286498,0.0,2,21,18.0
7315.986,290.25,99.875,0.0,1.5005495877171233,0.0,2,21,18.0
7316.986,297.5,100.0,0.0,1.5111663772271373,0.0,2,21,18.0
7317.986,302.7142857142857,100.0,0.0,1.521723565133192,0.0,2,21,18.0
7318.986,306.0,99.0,0.0,1.4903503560815607,0.0,2,21,18.0
7319.986,307.8535714285707,100.0,0.0,1.400703019022354,0.0,2,21,18.0
